Designator,Mid X,Mid Y,Rotation,Layer
SW5,63.94,-109.681983,90.0,bottom
SW50,63.4425,-328.116983,90.0,bottom
SW51,56.3925,-319.046983,90.0,bottom
SW52,56.0425,-328.116983,90.0,bottom
SW53,63.5925,-337.321983,90.0,bottom
SW54,63.7125,-346.456983,90.0,bottom
SW55,55.5425,-337.371983,90.0,bottom
SW56,56.1425,-346.571983,90.0,bottom
SW57,63.471573,-355.465165,90.0,bottom
SW58,63.693146,-364.326083,90.0,bottom
SW59,55.671573,-355.465165,90.0,bottom
SW6,64.79897,-119.259959,90.0,bottom
SW60,56.093146,-364.326083,90.0,bottom
SW61,63.644573,-373.430918,90.0,bottom
SW62,63.3125,-382.331983,90.0,bottom
SW63,56.082073,-373.098935,90.0,bottom
SW64,55.95,-382.1,90.0,bottom
SW7,53.95,-110.24,90.0,bottom
SW8,55.5,-119.071983,90.0,bottom
SW9,64.808496,-128.400989,90.0,bottom
U1,101.617554,-100.74,180.0,bottom
U10,90.200446,-171.560879,180.0,bottom
U11,101.5869,-189.146099,180.0,bottom
U12,90.200446,-189.266099,180.0,bottom
U13,101.6469,-218.76,180.0,bottom
U14,90.200446,-218.77,180.0,bottom
U15,101.6469,-236.57,180.0,bottom
U16,90.200446,-236.57,180.0,bottom
U17,101.682627,-253.8704,0.0,bottom
U18,89.925001,-253.8504,0.0,bottom
U19,101.682627,-271.678257,0.0,bottom
U2,90.1711,-100.74,180.0,bottom
U20,90.207627,-271.6754,0.0,bottom
U21,101.682627,-289.486114,0.0,bottom
U22,90.207627,-289.4804,0.0,bottom
U23,101.682627,-307.293971,0.0,bottom
U24,90.207627,-307.2854,0.0,bottom
U25,101.682627,-325.101829,0.0,bottom
U26,90.207627,-325.0904,0.0,bottom
U27,101.682627,-342.909686,0.0,bottom
U28,90.207627,-342.8954,0.0,bottom
U29,101.682627,-360.717543,0.0,bottom
U3,101.617554,-118.44522,180.0,bottom
U30,89.925001,-360.6804,0.0,bottom
U31,101.400001,-378.5054,0.0,bottom
U32,89.925001,-378.4804,0.0,bottom
U4,90.1711,-118.44522,180.0,bottom
U5,101.6469,-136.15044,180.0,bottom
U6,90.200446,-136.15044,180.0,bottom
U7,101.6469,-153.855659,180.0,bottom
U8,90.200446,-153.855659,180.0,bottom
U9,101.6469,-171.560879,180.0,bottom
